City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
228,Rivadavia,AR,2020-05-26 22:58:30,-33.19,-68.46,64.4,42,43,1.99
229,Uribia,CO,2020-05-26 22:58:30,11.71,-72.27,90.48,54,64,16.17
230,Clovis,US,2020-05-26 22:58:30,36.83,-119.7,102.0,17,20,3.36
231,Nibbar,TN,2020-05-26 22:58:31,36.29,8.77,66.2,72,20,4.7
232,Innisfail,AU,2020-05-26 22:58:31,-17.53,146.03,65.84,71,40,4.63
233,Teguise,ES,2020-05-26 22:58:31,29.06,-13.56,69.8,73,20,8.05
234,Bhuj,IN,2020-05-26 22:58:31,23.27,69.67,80.4,85,0,18.28
235,Santona,ES,2020-05-26 22:58:32,43.44,-3.46,62.01,82,0,3.36
236,Pitimbu,BR,2020-05-26 22:58:32,-7.47,-34.81,78.8,94,64,2.24
237,Iralaya,HN,2020-05-26 22:58:32,15.0,-83.23,83.66,79,100,12.77
238,Port Lincoln,AU,2020-05-26 22:55:42,-34.73,135.87,55.58,88,89,10.49
239,Witu,KE,2020-05-26 22:58:32,-2.39,40.44,76.15,91,6,7.99
240,Neyvo-Shaytanskiy,RU,2020-05-26 22:58:32,57.73,61.25,47.52,92,68,3.98
241,Inta,RU,2020-05-26 22:58:33,66.03,60.17,41.81,66,34,8.34
242,Alugan,PH,2020-05-26 22:56:15,12.22,125.48,83.86,78,17,8.37
243,San Quintin,MX,2020-05-26 22:56:54,30.48,-115.95,73.81,57,0,13.53
244,Haines Junction,CA,2020-05-26 22:56:37,60.75,-137.51,52.77,41,38,8.23
245,Hithadhoo,MV,2020-05-26 22:55:42,-0.6,73.08,83.37,74,82,6.22
246,Luganville,VU,2020-05-26 22:56:20,-15.53,167.17,80.6,88,90,10.29
247,Hay River,CA,2020-05-26 22:56:24,60.82,-115.8,37.4,74,75,9.17
248,Burgos,ES,2020-05-26 22:57:06,42.34,-3.71,55.4,87,0,11.41
249,Abha,SA,2020-05-26 22:58:34,18.22,42.51,66.2,45,21,4.54
250,Awbari,LY,2020-05-26 22:58:34,26.59,12.78,80.73,28,60,9.95
251,Nuuk,GL,2020-05-26 22:56:44,64.18,-51.72,33.8,95,90,16.11
252,Normandin,CA,2020-05-26 22:58:35,48.83,-72.53,66.2,93,90,2.24
253,Kavieng,PG,2020-05-26 22:56:52,-2.57,150.8,84.6,71,38,6.29
254,Antofagasta,CL,2020-05-26 22:52:08,-23.65,-70.4,62.6,77,20,6.93
255,Paungde,MM,2020-05-26 22:58:35,18.48,95.5,81.66,71,22,2.91
256,Mchinji,MW,2020-05-26 22:58:35,-13.8,32.88,60.39,80,0,3.56
257,Prado,BR,2020-05-26 22:58:36,-17.34,-39.22,75.94,90,79,4.16
258,Lavrentiya,RU,2020-05-26 22:55:45,65.58,-171.0,37.49,89,96,9.28
259,Kiruna,SE,2020-05-26 22:58:36,67.86,20.23,44.6,65,98,10.29
260,Castro,BR,2020-05-26 22:55:41,-24.79,-50.01,47.59,75,0,3.98
261,Moose Factory,CA,2020-05-26 22:58:36,51.26,-80.61,51.8,76,90,8.05
262,Huilong,CN,2020-05-26 22:58:36,31.81,121.66,66.0,93,66,2.26
263,Kasongo-Lunda,CD,2020-05-26 22:58:36,-6.47,16.82,74.97,72,31,1.79
